Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
77,2,1089.66,1094.89,0.67625,0.68946,8.09766,7.98376,2.52664,0.42052,22197,181
78,2,1102.86,1108.09,0.67756,0.68756,8.10536,8.01963,1.91336,0.42166,22197,178
79,2,1116.08,1121.31,0.6764,0.68926,8.09132,7.99146,2.45891,0.42056,22197,180
80,2,1129.28,1134.51,0.6773,0.68882,8.09552,7.99978,2.20296,0.42089,22197,180
81,2,1142.49,1147.72,0.67747,0.68869,8.09433,8.0012,2.1438,0.42089,22197,179
82,2,1155.69,1160.92,0.67772,0.68929,8.08721,7.99613,2.21065,0.42057,22197,180
83,2,1168.9,1174.13,0.6773,0.68897,8.0926,8.00575,2.23099,0.42097,22197,180
84,2,1182.11,1187.34,0.6783,0.68849,8.08184,7.99899,1.94868,0.42051,22197,179
85,2,1195.31,1200.54,0.67818,0.68908,8.0855,7.99485,2.08245,0.4205,22197,180
86,2,1221.72,1226.95,0.67838,0.69,8.09115,8.00381,2.22138,0.42088,22197,181
87,2,1234.93,1240.16,0.67854,0.69031,8.09119,7.98864,2.2508,0.42048,22197,182
88,2,1248.14,1253.38,0.6792,0.69025,8.10036,7.99505,2.11256,0.42169,22197,182
89,2,1261.37,1266.6,0.67875,0.69068,8.10857,8.00414,2.28033,0.42134,22197,182
90,2,1274.6,1279.83,0.67879,0.69088,8.10092,7.99786,2.3107,0.42098,22197,183
91,2,1287.83,1293.06,0.67908,0.6912,8.101,7.99749,2.31784,0.42097,22197,183
92,2,1301.06,1306.29,0.6801,0.69106,8.09592,7.99538,2.09632,0.42078,22197,183
93,2,1314.29,1319.55,0.68018,0.69214,8.09162,8.00446,2.27126,0.42332,22197,184
94,2,1327.52,1332.75,0.68064,0.69182,8.09023,7.99777,2.13767,0.4207,22197,184
95,2,1340.75,1346.02,0.68103,0.69211,8.08501,7.99706,2.10323,0.42376,22197,184
96,2,1353.98,1359.25,0.68096,0.69174,8.08561,8.00326,2.04431,0.42394,22197,184
97,2,1367.22,1372.49,0.68051,0.69207,8.08881,7.99533,2.1929,0.42381,22197,184
98,2,1380.45,1385.72,0.68019,0.69264,8.09056,7.99821,2.36235,0.42393,22197,185
99,2,1393.69,1398.96,0.68007,0.69297,8.10041,8.00079,2.44694,0.42426,22197,186
100,2,1406.93,1412.2,0.6816,0.69196,8.08811,8.00316,1.96582,0.424,22197,184
101,2,1420.17,1425.44,0.68103,0.69269,8.08539,7.99313,2.21248,0.42366,22197,185
102,2,1433.4,1438.67,0.68137,0.6926,8.08863,8.00793,2.13233,0.42414,22197,185
103,2,1446.65,1451.92,0.68115,0.69246,8.07754,8.00398,2.14628,0.42374,22197,185
104,2,1459.88,1465.11,0.68129,0.69291,8.0805,7.98754,2.22282,0.42017,22197,186
105,2,1473.11,1478.38,0.6818,0.69373,8.09278,7.98873,2.26264,0.42374,22197,187
106,2,1486.35,1491.62,0.68214,0.69336,8.09474,8.00763,2.12877,0.42429,22197,186
107,2,1499.61,1504.88,0.6827,0.69325,8.07902,8.00159,2.00167,0.42372,22197,186
108,2,1512.86,1518.13,0.68166,0.69386,8.08981,7.98665,2.31404,0.42361,22197,187
109,2,1526.1,1531.37,0.68309,0.6932,8.09229,8.01403,1.91816,0.4244,22197,186
110,2,1539.36,1544.63,0.68193,0.6933,8.0905,7.9982,2.15839,0.42393,22197,186
111,2,1552.61,1557.88,0.68257,0.69371,8.08313,7.99469,2.1145,0.42365,22197,187
112,2,1565.85,1571.12,0.68254,0.69394,8.08432,8.00248,2.16233,0.42388,22197,187
113,2,1579.11,1584.38,0.68311,0.6937,8.08346,7.99752,2.01117,0.42373,22197,187
114,2,1592.36,1597.64,0.68294,0.69461,8.08437,8.00324,2.20912,0.42471,22197,188
115,2,1618.86,1624.13,0.68267,0.69383,8.08019,7.99791,2.11818,0.42365,22197,187
116,2,1658.62,1663.89,0.68299,0.69456,8.09179,7.99815,2.19679,0.42397,22197,188
117,2,1698.41,1703.72,0.68345,0.69468,8.09647,8.01838,2.11677,0.42784,22197,188
118,2,1711.69,1716.96,0.68356,0.69475,8.08394,7.99069,2.12235,0.42356,22197,188
119,2,1724.95,1730.22,0.68497,0.69421,8.07847,8.01002,1.75246,0.42393,22197,187
120,2,1738.22,1743.48,0.68433,0.69499,8.07601,7.98686,2.0247,0.42245,22197,189
121,2,1751.47,1756.74,0.68495,0.6949,8.07839,8.00566,1.88843,0.42381,22197,188
122,2,1764.74,1770.01,0.68478,0.69523,8.07676,7.9959,1.98418,0.42351,22197,189
123,2,1778.01,1783.27,0.68426,0.69552,8.08677,7.99947,2.13812,0.42306,22197,189
124,2,1791.27,1796.54,0.68456,0.69501,8.08591,8.00473,1.98323,0.42398,22197,189
125,2,1804.54,1809.81,0.68447,0.6956,8.08551,7.99036,2.11154,0.42359,22197,189
126,2,1817.81,1823.11,0.68501,0.69506,8.08566,8.00783,1.89423,0.42647,22197,189
127,2,1831.08,1836.35,0.68493,0.69543,8.07534,7.9981,1.99184,0.42353,22197,189
128,2,1844.34,1849.61,0.68501,0.69492,8.07762,7.99986,1.88195,0.42364,22197,189
129,2,1857.61,1862.88,0.68413,0.69579,8.08417,7.99484,2.21196,0.42368,22197,190
130,2,1870.88,1876.15,0.68486,0.69622,8.08726,8.00316,2.15574,0.42398,22197,190
131,2,1884.15,1889.42,0.68528,0.69644,8.08159,7.9886,2.11722,0.42344,22197,191
132,2,1897.42,1902.73,0.68505,0.69608,8.08937,8.01067,2.07631,0.42745,22197,190
133,2,1910.71,1915.98,0.68517,0.69636,8.08389,7.99401,2.12291,0.42365,22197,191
134,2,1923.98,1929.29,0.68499,0.69661,8.08448,7.99649,2.18944,0.42694,22197,191
135,2,1937.25,1942.56,0.68564,0.69598,8.08615,8.00505,1.94959,0.42722,22197,190
136,2,1950.53,1955.84,0.68476,0.69636,8.09153,7.99008,2.1845,0.42696,22197,191
137,2,1963.81,1969.12,0.68599,0.69666,8.09122,8.00412,2.00981,0.42733,22197,191
138,2,1977.1,1982.41,0.68598,0.69696,8.08394,7.99095,2.06706,0.42678,22197,191
139,2,1990.38,1995.69,0.68678,0.6966,8.0785,8.01389,1.85149,0.42725,22197,191
140,2,2003.67,2008.98,0.68597,0.69703,8.08055,7.99181,2.0831,0.42672,22197,192
141,2,2016.95,2022.25,0.686,0.69704,8.09052,7.99786,2.08177,0.42634,22197,192
142,2,2030.23,2035.54,0.6864,0.69739,8.0866,8.00023,2.07159,0.4271,22197,192
143,2,2043.52,2048.83,0.68651,0.6978,8.08731,7.9899,2.12623,0.42685,22197,193
144,2,2056.81,2062.12,0.68756,0.69742,8.08361,8.00962,1.85685,0.42727,22197,192
145,2,2070.11,2075.41,0.68639,0.69767,8.08225,7.99856,2.12407,0.42614,22197,192
146,2,2109.97,2115.28,0.68679,0.69783,8.08526,8.00633,2.0791,0.42723,22197,193
147,2,2149.85,2155.15,0.68721,0.69753,8.08892,8.00289,1.94337,0.42643,22197,192
148,2,2163.14,2168.45,0.68751,0.69792,8.07651,7.9965,1.96086,0.42673,22197,193
149,2,2176.44,2181.74,0.68742,0.6979,8.079,8.00995,1.97436,0.42635,22197,193
150,2,2189.73,2195.04,0.68761,0.69851,8.07166,7.98976,2.05433,0.42643,22197,194
151,2,2203.01,2208.32,0.68786,0.69861,8.07338,7.99483,2.02606,0.42661,22197,194
152,2,2229.61,2234.92,0.68809,0.69796,8.06157,7.98847,1.85869,0.42612,22197,193
153,2,2242.89,2248.2,0.6882,0.69792,8.07126,8.00149,1.83122,0.42673,22197,193
154,2,2256.18,2261.49,0.68723,0.69852,8.08623,7.98438,2.1262,0.42667,22197,194
155,2,2269.47,2274.78,0.68906,0.69774,8.08404,8.01167,1.63592,0.42734,22197,193
156,2,2282.78,2288.1,0.68822,0.69852,8.07499,8.00858,1.93452,0.42782,22197,194
157,2,2296.08,2301.39,0.6885,0.69876,8.07001,7.97619,1.93418,0.42602,22197,194
158,2,2309.36,2314.71,0.6876,0.69855,8.09859,8.01181,2.04825,0.43095,22197,194
159,2,2322.68,2327.99,0.68822,0.69818,8.08325,8.00145,1.87523,0.42704,22197,193
160,2,2335.98,2341.28,0.68755,0.69912,8.0797,8.00056,2.18118,0.42612,22197,195
161,2,2349.27,2354.58,0.68843,0.69907,8.07529,7.98929,2.00399,0.42651,22197,195
162,2,2362.57,2367.88,0.6884,0.69854,8.08665,8.00805,1.90919,0.42731,22197,194
163,2,2375.88,2381.19,0.68832,0.69878,8.07774,8.00019,1.97063,0.42686,22197,194
164,2,2389.18,2394.49,0.68899,0.69861,8.07053,7.99582,1.81224,0.42656,22197,194
165,2,2402.48,2407.79,0.68765,0.69935,8.0916,7.99601,2.20414,0.42712,22197,195
166,2,2415.79,2421.1,0.68883,0.69916,8.07991,8.00597,1.9454,0.42708,22197,195
167,2,2429.09,2434.4,0.68848,0.6994,8.07609,7.99606,2.0564,0.42671,22197,195
168,2,2442.39,2447.7,0.6885,0.69971,8.0785,7.99893,2.11147,0.42685,22197,195
169,2,2455.7,2461.01,0.68932,0.69905,8.08034,7.99691,1.83292,0.42685,22197,194
170,2,2469.01,2474.35,0.68929,0.69898,8.09065,7.99833,1.81387,0.42957,22197,194
171,2,2482.32,2487.66,0.68906,0.69966,8.08422,7.99743,1.98264,0.42938,22197,195
172,2,2495.63,2500.98,0.68902,0.69929,8.08755,8.00518,1.9211,0.43048,22197,195
173,2,2508.95,2514.26,0.6887,0.70001,8.0844,8.00076,2.13083,0.42706,22197,196
174,2,2522.26,2527.57,0.68935,0.69993,8.08202,7.99474,1.99295,0.42683,22197,196
175,2,2535.57,2540.91,0.68855,0.70005,8.09424,7.99431,2.1519,0.42956,22197,196
176,2,2548.88,2554.23,0.6898,0.70042,8.08795,7.99901,1.98752,0.43032,22197,196
177,2,2562.21,2567.55,0.68918,0.69983,8.08859,8.01096,1.99128,0.42985,22197,196
178,2,2575.53,2580.84,0.68938,0.70059,8.07484,7.99597,2.11114,0.42668,22197,197
179,2,2588.84,2594.18,0.68986,0.69933,8.07936,8.01086,1.77233,0.4296,22197,195
180,2,2602.15,2607.46,0.68953,0.6997,8.06996,7.9897,1.91748,0.42638,22197,195
181,2,2615.45,2620.8,0.68961,0.69957,8.08371,8.0027,1.86366,0.43031,22197,195
182,2,2628.76,2634.11,0.68939,0.70013,8.07349,7.99886,2.00722,0.42993,22197,196
183,2,2642.08,2647.42,0.68906,0.70047,8.08338,7.99198,2.13421,0.42921,22197,197
184,2,2668.71,2674.06,0.6902,0.70003,8.08083,8.00303,1.83867,0.43024,22197,196
185,2,2682.03,2687.38,0.68933,0.70061,8.08753,7.99548,2.10986,0.43022,22197,197
186,2,2695.35,2700.69,0.6902,0.70037,8.07701,8.01027,1.90208,0.42953,22197,196
187,2,2708.67,2714.01,0.68944,0.70087,8.08383,7.98013,2.13836,0.4289,22197,197
188,2,2721.98,2727.32,0.69045,0.70049,8.09022,8.01024,1.87821,0.42988,22197,197
189,2,2735.31,2740.66,0.69088,0.70007,8.08303,8.00118,1.71901,0.43025,22197,196
190,2,2748.63,2753.98,0.69034,0.70017,8.07933,8.00444,1.83939,0.43024,22197,196
191,2,2761.95,2767.3,0.68968,0.70083,8.08305,7.99143,2.08638,0.42999,22197,197
192,2,2775.27,2780.61,0.68959,0.70067,8.09491,8.00249,2.07157,0.4298,22197,197
193,2,2788.59,2793.94,0.6892,0.70095,8.09258,7.99805,2.19768,0.43042,22197,197
194,2,2801.91,2807.26,0.69016,0.70005,8.07882,8.0088,1.84966,0.43034,22197,196
195,2,2815.24,2820.58,0.69016,0.70094,8.07337,7.99023,2.01585,0.42889,22197,197
196,2,2828.55,2833.9,0.68999,0.70038,8.08384,8.0074,1.94441,0.43044,22197,196
197,2,2841.87,2847.22,0.68946,0.70061,8.08819,7.9908,2.08461,0.43011,22197,197
198,2,2855.19,2860.54,0.69044,0.69995,8.08593,8.01265,1.77848,0.43063,22197,196
199,2,2868.52,2873.86,0.68989,0.70099,8.07849,7.98709,2.07691,0.42895,22197,197
200,2,2881.83,2887.17,0.68987,0.70066,8.09258,8.00216,2.01873,0.42972,22197,197
201,2,2895.16,2900.5,0.69047,0.70047,8.0829,7.99736,1.87237,0.42934,22197,197
202,2,2908.48,2913.83,0.6903,0.70105,8.08953,8.00337,2.01077,0.43048,22197,197
203,2,2921.81,2927.16,0.68994,0.70108,8.08939,7.99874,2.08473,0.43035,22197,197
204,2,2935.13,2940.49,0.69039,0.70108,8.07363,8.00994,1.9943,0.43103,22197,197
205,2,2948.46,2953.81,0.68993,0.70142,8.0838,7.9838,2.14826,0.4298,22197,198
206,2,2988.44,2993.79,0.69012,0.70057,8.08593,8.00991,1.95384,0.43056,22197,197

0,3,0,4.1,0.58492,0.60333,7.7726,7.64974,4.48726,0.31615,22197,56
1,3,12.1,16.51,0.59147,0.61084,8.08873,7.90571,4.38934,0.35267,22197,67
2,3,24.49,28.98,0.5981,0.61615,8.10162,7.95309,4.01868,0.36042,22197,74
3,3,36.97,41.5,0.60316,0.61976,8.09994,7.96843,3.6669,0.36394,22197,80
4,3,49.48,54.05,0.60754,0.62385,8.08535,7.95152,3.56873,0.36644,22197,86
5,3,62.03,66.63,0.61031,0.62775,8.11405,7.9609,3.78764,0.36972,22197,91
6,3,87.24,91.93,0.61662,0.63353,8.10766,7.96706,3.60933,0.37695,21331,100
7,3,99.89,104.57,0.61919,0.63642,8.11962,7.97774,3.67851,0.37667,21331,104
8,3,112.57,117.29,0.6225,0.63883,8.11623,7.96888,3.45727,0.3796,21331,107
9,3,125.27,130.03,0.62503,0.64179,8.11574,7.96872,3.51853,0.38281,21331,112
10,3,137.99,142.76,0.62769,0.64334,8.13015,7.98615,3.28482,0.38437,21331,114
11,3,150.75,155.55,0.62995,0.64543,8.11069,7.98623,3.22386,0.38632,21331,117
12,3,163.52,168.33,0.63184,0.64784,8.1068,7.9692,3.33309,0.38662,21331,120
13,3,176.31,181.15,0.63402,0.6493,8.11189,7.99467,3.15705,0.38977,21331,122
14,3,189.12,193.96,0.63613,0.65147,8.10208,7.97441,3.16993,0.38905,21331,126
15,3,201.94,206.82,0.63845,0.65263,8.09854,7.99154,2.90827,0.39259,21331,127
16,3,214.79,219.66,0.63991,0.65484,8.09925,7.97546,3.05951,0.39141,21331,130
17,3,240.51,245.43,0.64278,0.6585,8.12363,7.98112,3.1973,0.39617,21331,136
18,3,253.41,258.33,0.64459,0.66025,8.11918,7.98677,3.18398,0.3962,21331,138
19,3,266.33,271.29,0.64725,0.66081,8.09601,8.0026,2.73558,0.39924,21331,139
20,3,279.26,284.22,0.64819,0.66245,8.09075,7.97684,2.87803,0.39847,21331,141
21,3,292.19,297.15,0.64977,0.66362,8.09947,7.98986,2.79407,0.39901,21331,143
22,3,305.15,310.14,0.65084,0.66548,8.1036,7.98524,2.93072,0.40141,21331,146
23,3,318.11,323.1,0.65187,0.66693,8.11266,7.97644,3.01583,0.40142,21331,148
24,3,331.08,336.12,0.65322,0.66796,8.12804,7.98476,2.92964,0.40604,21331,149
25,3,344.08,349.11,0.65546,0.669,8.11393,7.99723,2.69042,0.40519,21331,151
26,3,357.1,362.13,0.65582,0.67048,8.10367,7.9948,2.91167,0.40487,21331,153
27,3,370.12,375.15,0.65747,0.67082,8.1049,7.99155,2.65115,0.40482,21331,154
28,3,383.14,388.17,0.65864,0.67195,8.09997,7.99107,2.64263,0.40468,21331,155
29,3,396.17,401.25,0.65977,0.67214,8.09163,7.99749,2.4372,0.40866,21331,155
30,3,409.21,414.29,0.6593,0.67441,8.10796,7.9746,2.97877,0.40849,21331,159
31,3,422.26,427.33,0.66055,0.67574,8.12251,7.99076,2.99527,0.40847,21331,161
32,3,435.33,440.44,0.66187,0.6758,8.10884,8.00451,2.72446,0.41169,21331,161
33,3,461.49,466.56,0.66426,0.67665,8.08821,7.97355,2.44201,0.40716,21331,162
34,3,474.56,479.67,0.6642,0.67743,8.11192,8.00164,2.58894,0.4117,21331,163
35,3,487.65,492.76,0.66484,0.67823,8.10394,7.99104,2.61978,0.41122,21331,164
36,3,500.75,505.86,0.66594,0.67922,8.10206,7.9933,2.59915,0.41123,21331,166
37,3,513.86,518.98,0.66658,0.67938,8.10151,7.99695,2.50071,0.41212,21331,166
38,3,526.97,532.12,0.66706,0.6799,8.10633,7.99033,2.49286,0.41448,21331,167
39,3,540.08,545.24,0.66791,0.68058,8.09422,8.00612,2.45905,0.41538,21331,168
40,3,553.21,558.36,0.66846,0.68129,8.09142,7.98563,2.49133,0.41398,21331,169
41,3,566.33,571.48,0.66872,0.68179,8.09542,8.00063,2.53807,0.41447,21331,169
42,3,579.46,584.62,0.6692,0.68206,8.09631,7.9935,2.49626,0.41511,21331,170
43,3,592.6,597.75,0.67038,0.68262,8.08617,7.99694,2.37522,0.41414,21331,171
44,3,605.74,610.89,0.67087,0.68243,8.08636,8.00346,2.24495,0.41431,21331,170
45,3,618.89,624.04,0.67033,0.68308,8.09077,8.00244,2.47561,0.4144,21331,171
46,3,632.03,637.18,0.67114,0.68332,8.08731,7.98742,2.3655,0.41392,21331,172
47,3,645.17,650.31,0.67135,0.68457,8.09509,7.98458,2.56795,0.41324,21331,174
48,3,671.48,676.67,0.67212,0.68515,8.08638,7.98821,2.51136,0.41713,21331,174
49,3,684.64,689.82,0.6723,0.68427,8.09747,8.00738,2.30704,0.41711,21331,173
50,3,697.8,702.99,0.67213,0.6846,8.09766,7.98759,2.40442,0.41741,21331,174
51,3,710.96,716.15,0.67227,0.68529,8.11084,7.99187,2.51001,0.41786,21331,175
52,3,724.14,729.32,0.67319,0.68493,8.11082,8.00496,2.26217,0.41739,21331,174
53,3,737.31,742.5,0.67333,0.68575,8.10117,7.99408,2.3962,0.41767,21331,175
54,3,750.49,755.68,0.67373,0.68607,8.10314,7.99957,2.37731,0.41786,21331,176
55,3,763.67,768.85,0.67394,0.68618,8.09471,8.00115,2.35945,0.41688,21331,176
56,3,776.85,782.05,0.67403,0.68644,8.09379,8.00356,2.38799,0.41853,21331,176
57,3,790.03,795.22,0.67483,0.68587,8.08697,7.99025,2.12713,0.4172,21331,175
58,3,803.2,808.39,0.67486,0.68664,8.09133,8.00166,2.26975,0.41761,21331,177
59,3,816.39,821.58,0.67514,0.68651,8.08976,8.00373,2.19228,0.41762,21331,176
60,3,842.76,847.99,0.67536,0.68759,8.10532,7.99806,2.33933,0.4211,21331,178
61,3,855.95,861.18,0.67502,0.68818,8.10694,7.99684,2.51803,0.42111,21331,179
62,3,869.15,874.38,0.6758,0.68757,8.09982,8.00958,2.25238,0.42126,21331,178
63,3,882.35,887.54,0.67653,0.68741,8.07933,8.00152,2.09671,0.41729,21331,178
64,3,895.54,900.77,0.67571,0.68813,8.08859,7.99706,2.3754,0.42063,21331,179
65,3,908.73,913.96,0.67649,0.68767,8.089,7.99471,2.13794,0.42058,21331,178
66,3,921.93,927.16,0.67585,0.68872,8.09875,7.9899,2.46341,0.42071,21331,180
67,3,935.13,940.35,0.67638,0.68769,8.10631,8.00479,2.16453,0.42049,21331,178
68,3,948.34,953.56,0.67538,0.68974,8.11318,7.99248,2.74632,0.42035,21331,181
69,3,961.54,966.77,0.67824,0.68799,8.0852,8.02055,1.86356,0.42116,21331,178
70,3,974.76,979.95,0.67712,0.68909,8.07943,7.97775,2.30735,0.41668,21331,180
71,3,987.95,993.18,0.6771,0.68877,8.10627,8.00033,2.23259,0.42118,21331,180
72,3,1001.16,1006.39,0.67685,0.6896,8.10459,8.00093,2.43889,0.42115,21331,181
73,3,1014.38,1019.61,0.67799,0.6891,8.09362,8.00743,2.12321,0.42104,21331,180
74,3,1027.59,1032.82,0.6779,0.68948,8.0865,7.99347,2.21427,0.42049,21331,181
75,3,1040.8,1046.03,0.67806,0.68944,8.08555,8.00496,2.17645,0.42076,21331,181
76,3,1054.01,1059.24,0.67769,0.68981,8.0856,7.99378,2.31659,0.42047,21331,181
77,3,1067.22,1072.45,0.67835,0.68959,8.08598,8.00144,2.14818,0.42068,21331,181
78,3,1080.43,1085.66,0.67845,0.68977,8.08799,8.00077,2.16413,0.42072,21331,181
79,3,1093.64,1098.88,0.67918,0.69022,8.07946,7.99532,2.11186,0.42115,21331,182
80,3,1106.85,1112.09,0.67909,0.69102,8.07872,7.99206,2.28049,0.42105,21331,183
81,3,1146.51,1151.75,0.67985,0.69173,8.08961,8.00445,2.26757,0.42166,21331,184
82,3,1159.74,1164.97,0.67899,0.69218,8.0985,7.97948,2.52161,0.42043,21331,185
83,3,1172.97,1178.24,0.68085,0.69164,8.09825,8.0113,2.04796,0.42448,21331,184
84,3,1186.21,1191.48,0.68072,0.69159,8.09056,7.99863,2.0642,0.42395,21331,184
85,3,1199.45,1204.72,0.68079,0.69157,8.08398,8.00589,2.04642,0.42396,21331,184
86,3,1212.69,1217.92,0.68062,0.69216,8.08783,7.99197,2.20662,0.42048,21331,185
87,3,1225.92,1231.19,0.68038,0.69248,8.09824,7.99802,2.29527,0.42413,21331,185
88,3,1239.16,1244.43,0.6808,0.69185,8.0949,8.00569,2.09619,0.42425,21331,184
89,3,1252.4,1257.67,0.68053,0.69227,8.08599,7.99733,2.22772,0.42379,21331,185
90,3,1265.64,1270.9,0.68072,0.69233,8.09367,7.99664,2.20474,0.42317,21331,185
91,3,1278.88,1284.15,0.68097,0.69287,8.08995,8.00042,2.25839,0.42398,21331,186
92,3,1292.12,1297.39,0.6813,0.69247,8.08609,8.00177,2.12097,0.42391,21331,185
93,3,1305.36,1310.63,0.68179,0.69314,8.08075,7.99506,2.15223,0.42359,21331,186
94,3,1318.6,1323.87,0.68163,0.69299,8.08112,8.00562,2.15436,0.42388,21331,186
95,3,1331.84,1337.11,0.68191,0.69314,8.07914,7.99086,2.13104,0.42344,21331,186
96,3,1345.09,1350.36,0.6822,0.6937,8.08054,8.00307,2.18214,0.4238,21331,187
97,3,1358.34,1363.6,0.68283,0.69382,8.07499,7.99193,2.08393,0.42256,21331,187
98,3,1371.58,1376.85,0.68198,0.6944,8.09252,7.99306,2.3579,0.42385,21331,188
99,3,1384.83,1390.1,0.6827,0.69389,8.09765,8.00739,2.12355,0.42436,21331,187
100,3,1398.1,1403.37,0.68262,0.69288,8.08428,8.01011,1.94778,0.42408,21331,186
101,3,1411.35,1416.62,0.68307,0.69401,8.07049,7.99344,2.07464,0.42328,21331,187
102,3,1424.59,1429.86,0.6827,0.69394,8.07722,8.00089,2.13323,0.42365,21331,187
103,3,1437.84,1443.11,0.68271,0.69375,8.0844,7.99371,2.09447,0.42365,21331,187
104,3,1451.09,1456.36,0.68287,0.69418,8.08624,7.99952,2.14615,0.42386,21331,187
105,3,1464.35,1469.62,0.68297,0.6944,8.0894,7.99391,2.1691,0.42379,21331,188
106,3,1477.61,1482.88,0.68348,0.69531,8.08033,8.00153,2.24418,0.42375,21331,189
107,3,1490.87,1496.14,0.68399,0.69441,8.07667,8.00574,1.97838,0.42377,21331,188
108,3,1504.13,1509.4,0.68303,0.69502,8.08758,7.99193,2.27615,0.42369,21331,189
109,3,1517.39,1522.66,0.68404,0.69497,8.08241,8.001,2.07351,0.42379,21331,189
110,3,1530.65,1535.92,0.68409,0.6948,8.08714,7.99808,2.03205,0.42384,21331,188
111,3,1543.91,1549.18,0.68427,0.69466,8.08389,7.99971,1.97199,0.4238,21331,188
112,3,1557.18,1562.45,0.68464,0.69485,8.07187,8.0044,1.93781,0.42361,21331,188
113,3,1570.44,1575.71,0.68514,0.69431,8.06545,8.00202,1.74149,0.42337,21331,188
114,3,1583.7,1588.97,0.68394,0.69604,8.07181,7.98944,2.2956,0.42321,21331,190
115,3,1596.96,1602.23,0.68365,0.69665,8.08993,7.98678,2.46483,0.42362,21331,191
116,3,1610.23,1615.54,0.68531,0.69568,8.09076,8.0115,1.95322,0.42751,21331,190
117,3,1623.51,1628.82,0.68506,0.69582,8.07708,7.99913,2.02765,0.42682,21331,190
118,3,1636.78,1642.09,0.68546,0.69625,8.07199,8.00226,2.03408,0.42677,21331,190
119,3,1650.05,1655.32,0.68508,0.69589,8.08347,7.991,2.0514,0.42356,21331,190
120,3,1663.32,1668.63,0.68514,0.69594,8.08872,8.00633,2.03532,0.42732,21331,190
121,3,1676.6,1681.91,0.68559,0.69593,8.07429,8.00337,1.94918,0.42686,21331,190
122,3,1689.88,1695.15,0.68562,0.69656,8.07527,7.9864,2.07349,0.42322,21331,191
123,3,1703.15,1708.45,0.68615,0.69661,8.07707,8.00089,1.97186,0.42606,21331,191
124,3,1716.43,1721.74,0.68587,0.69663,8.08644,8.00243,2.0277,0.42715,21331,191
125,3,1729.72,1735.02,0.6858,0.69663,8.07664,8.00179,2.03967,0.42607,21331,191
126,3,1743,1748.3,0.68613,0.69669,8.07518,8.00186,1.99064,0.42604,21331,191
127,3,1756.28,1761.58,0.68569,0.69691,8.08047,8.00028,2.11284,0.42614,21331,191
128,3,1769.55,1774.86,0.68683,0.69615,8.06758,8.00573,1.7565,0.42674,21331,190
129,3,1782.83,1788.1,0.68637,0.69692,8.06142,7.98985,2.00212,0.42295,21331,191
130,3,1796.1,1801.41,0.68652,0.69671,8.07491,8.00079,1.92048,0.42681,21331,191
131,3,1809.38,1814.69,0.68547,0.69823,8.08121,7.98846,2.40345,0.42665,21331,193
132,3,1822.66,1827.97,0.68687,0.69647,8.08659,8.01714,1.8082,0.42755,21331,191
133,3,1835.95,1841.26,0.68617,0.69805,8.06906,7.98163,2.23862,0.42614,21331,193
134,3,1849.23,1854.54,0.68671,0.69792,8.08391,7.99722,2.11211,0.42695,21331,193
135,3,1862.52,1867.83,0.68623,0.69722,8.08913,8.01378,2.06933,0.42753,21331,192
136,3,1875.82,1881.13,0.68745,0.69706,8.06332,7.99811,1.81018,0.42643,21331,192
137,3,1889.1,1894.41,0.68651,0.69792,8.0827,7.98907,2.14931,0.4267,21331,193
138,3,1902.39,1907.7,0.68758,0.69798,8.08119,7.99964,1.9589,0.42694,21331,193
139,3,1915.68,1920.99,0.6871,0.69787,8.08489,8.00008,2.02988,0.42705,21331,193
140,3,1928.98,1934.29,0.68687,0.69765,8.0879,8.01113,2.03161,0.42742,21331,192
141,3,1942.27,1947.58,0.68621,0.69842,8.08397,7.98138,2.30003,0.42653,21331,194
142,3,1955.56,1960.87,0.68629,0.69806,8.10648,7.9996,2.21669,0.42761,21331,193
143,3,1968.86,1974.17,0.68693,0.69869,8.09136,8.00616,2.21656,0.42738,21331,194
144,3,1982.17,1987.48,0.6869,0.69838,8.09114,8.00168,2.16303,0.42726,21331,194
145,3,1995.47,2000.78,0.68727,0.6986,8.08226,8.00031,2.1355,0.42699,21331,194
146,3,2008.76,2014.07,0.68743,0.69818,8.07699,8.00108,2.02682,0.42687,21331,193
147,3,2022.06,2027.37,0.68713,0.69853,8.08,7.99507,2.1485,0.42679,21331,194
148,3,2035.36,2040.66,0.68678,0.69872,8.0977,7.99479,2.24925,0.42645,21331,194
149,3,2048.66,2053.96,0.68743,0.69869,8.09396,7.99881,2.12305,0.42645,21331,194
150,3,2061.96,2067.27,0.68777,0.6977,8.09139,8.01712,1.87123,0.42768,21331,193
151,3,2075.27,2080.58,0.68739,0.69872,8.0705,7.9931,2.13498,0.42648,21331,194
152,3,2088.56,2093.87,0.68862,0.69842,8.07016,7.99933,1.84609,0.42664,21331,194
